date,store_id,product_id,quantity_sold,revenue,cost_of_goods_sold
2026-10-12,S020,P001,11,10274000,8426000
2026-10-12,S020,P002,15,4320000,3225000
2026-10-12,S020,P003,5,2975000,2425000
2026-10-12,S020,P004,1,1255000,985000
2026-10-12,S020,P005,11,29073000,21461000
2026-10-12,S020,P006,10,8960000,7310000
2026-10-12,S020,P007,6,1308000,1044000
2026-10-12,S020,P008,10,10840000,7420000
2026-10-12,S020,P009,10,21540000,15820000
2026-10-12,S020,P010,2,642000,464000
2026-10-12,S020,P011,10,1560000,1200000
2026-10-12,S020,P012,23,3128000,2507000
2026-10-12,S020,P013,21,5565000,4389000
2026-10-12,S020,P014,7,1491000,1078000
2026-10-12,S020,P015,9,11097000,8919000
2026-10-12,S020,P016,9,6822000,4608000
2026-10-12,S020,P017,19,7524000,5567000
2026-10-12,S020,P018,6,5334000,4188000
2026-10-12,S020,P019,17,663000,493000
2026-10-12,S020,P020,5,2805000,2495000
2026-10-12,S020,P021,16,39456000,26976000
2026-10-12,S020,P022,12,10932000,7752000
2026-10-12,S020,P023,4,1076000,736000
2026-10-12,S020,P024,11,3311000,2596000
2026-10-12,S020,P025,8,14696000,11248000
2026-10-12,S020,P026,15,2670000,2070000
2026-10-12,S020,P027,6,3834000,2808000
2026-10-12,S020,P028,5,5025000,3785000
2026-10-12,S020,P029,13,11349000,8866000
2026-10-12,S020,P030,17,18683000,12716000
2026-10-13,S001,P001,11,10274000,8426000
2026-10-13,S001,P002,7,2016000,1505000
2026-10-13,S001,P003,19,11305000,9215000
2026-10-13,S001,P004,1,1255000,985000
2026-10-13,S001,P005,9,23787000,17559000
2026-10-13,S001,P006,7,6272000,5117000
2026-10-13,S001,P007,3,654000,522000
2026-10-13,S001,P008,10,10840000,7420000
2026-10-13,S001,P009,5,10770000,7910000
2026-10-13,S001,P010,3,963000,696000
2026-10-13,S001,P011,7,1092000,840000
2026-10-13,S001,P012,17,2312000,1853000
2026-10-13,S001,P013,17,4505000,3553000
2026-10-13,S001,P014,8,1704000,1232000
2026-10-13,S001,P015,4,4932000,3964000
2026-10-13,S001,P016,13,9854000,6656000
2026-10-13,S001,P017,21,8316000,6153000
2026-10-13,S001,P018,10,8890000,6980000
2026-10-13,S001,P019,14,546000,406000
2026-10-13,S001,P020,13,7293000,6487000
2026-10-13,S001,P021,16,39456000,26976000
2026-10-13,S001,P022,6,5466000,3876000
2026-10-13,S001,P023,6,1614000,1104000
2026-10-13,S001,P024,13,3913000,3068000
2026-10-13,S001,P025,10,18370000,14060000
2026-10-13,S001,P026,6,1068000,828000
2026-10-13,S001,P027,3,1917000,1404000
2026-10-13,S001,P028,5,5025000,3785000
2026-10-13,S001,P029,24,20952000,16368000
2026-10-13,S001,P030,15,16485000,11220000
2026-10-13,S002,P001,15,14010000,11490000
2026-10-13,S002,P002,17,4896000,3655000
2026-10-13,S002,P003,11,6545000,5335000
2026-10-13,S002,P004,0,0,0
2026-10-13,S002,P005,9,23787000,17559000
2026-10-13,S002,P006,8,7168000,5848000
2026-10-13,S002,P007,8,1744000,1392000
2026-10-13,S002,P008,14,15176000,10388000
2026-10-13,S002,P009,12,25848000,18984000
2026-10-13,S002,P010,5,1605000,1160000
2026-10-13,S002,P011,10,1560000,1200000
2026-10-13,S002,P012,21,2856000,2289000
2026-10-13,S002,P013,13,3445000,2717000
2026-10-13,S002,P014,12,2556000,1848000
2026-10-13,S002,P015,5,6165000,4955000
2026-10-13,S002,P016,23,17434000,11776000
2026-10-13,S002,P017,22,8712000,6446000
2026-10-13,S002,P018,13,11557000,9074000
2026-10-13,S002,P019,16,624000,464000
2026-10-13,S002,P020,6,3366000,2994000
2026-10-13,S002,P021,17,41922000,28662000
2026-10-13,S002,P022,10,9110000,6460000
2026-10-13,S002,P023,6,1614000,1104000
2026-10-13,S002,P024,21,6321000,4956000
2026-10-13,S002,P025,13,23881000,18278000
2026-10-13,S002,P026,17,3026000,2346000
2026-10-13,S002,P027,19,12141000,8892000
2026-10-13,S002,P028,5,5025000,3785000
2026-10-13,S002,P029,22,19206000,15004000
2026-10-13,S002,P030,11,12089000,8228000
2026-10-13,S003,P001,5,4670000,3830000
2026-10-13,S003,P002,16,4608000,3440000
2026-10-13,S003,P003,9,5355000,4365000
2026-10-13,S003,P004,1,1255000,985000
2026-10-13,S003,P005,11,29073000,21461000
2026-10-13,S003,P006,11,9856000,8041000
2026-10-13,S003,P007,3,654000,522000
2026-10-13,S003,P008,11,11924000,8162000
2026-10-13,S003,P009,10,21540000,15820000
2026-10-13,S003,P010,5,1605000,1160000
2026-10-13,S003,P011,4,624000,480000
2026-10-13,S003,P012,23,3128000,2507000
2026-10-13,S003,P013,14,3710000,2926000
2026-10-13,S003,P014,7,1491000,1078000
2026-10-13,S003,P015,11,13563000,10901000
2026-10-13,S003,P016,16,12128000,8192000
2026-10-13,S003,P017,12,4752000,3516000
2026-10-13,S003,P018,14,12446000,9772000
2026-10-13,S003,P019,30,1170000,870000
2026-10-13,S003,P020,4,2244000,1996000
2026-10-13,S003,P021,13,32058000,21918000
2026-10-13,S003,P022,3,2733000,1938000
2026-10-13,S003,P023,11,2959000,2024000
2026-10-13,S003,P024,29,8729000,6844000
2026-10-13,S003,P025,9,16533000,12654000
2026-10-13,S003,P026,11,1958000,1518000
2026-10-13,S003,P027,13,8307000,6084000
2026-10-13,S003,P028,6,6030000,4542000
2026-10-13,S003,P029,17,14841000,11594000
2026-10-13,S003,P030,13,14287000,9724000
2026-10-13,S004,P001,14,13076000,10724000
2026-10-13,S004,P002,11,3168000,2365000
2026-10-13,S004,P003,4,2380000,1940000
2026-10-13,S004,P004,1,1255000,985000
2026-10-13,S004,P005,7,18501000,13657000
2026-10-13,S004,P006,8,7168000,5848000
2026-10-13,S004,P007,7,1526000,1218000
2026-10-13,S004,P008,10,10840000,7420000
2026-10-13,S004,P009,18,38772000,28476000
2026-10-13,S004,P010,10,3210000,2320000
2026-10-13,S004,P011,4,624000,480000
2026-10-13,S004,P012,29,3944000,3161000
2026-10-13,S004,P013,13,3445000,2717000
2026-10-13,S004,P014,16,3408000,2464000
2026-10-13,S004,P015,10,12330000,9910000
2026-10-13,S004,P016,23,17434000,11776000
2026-10-13,S004,P017,10,3960000,2930000
2026-10-13,S004,P018,16,14224000,11168000
2026-10-13,S004,P019,19,741000,551000
2026-10-13,S004,P020,7,3927000,3493000
2026-10-13,S004,P021,14,34524000,23604000
2026-10-13,S004,P022,5,4555000,3230000
2026-10-13,S004,P023,8,2152000,1472000
2026-10-13,S004,P024,24,7224000,5664000
2026-10-13,S004,P025,4,7348000,5624000
2026-10-13,S004,P026,9,1602000,1242000
2026-10-13,S004,P027,9,5751000,4212000
2026-10-13,S004,P028,1,1005000,757000
2026-10-13,S004,P029,22,19206000,15004000
2026-10-13,S004,P030,12,13188000,8976000
2026-10-13,S005,P001,13,12142000,9958000
2026-10-13,S005,P002,15,4320000,3225000
2026-10-13,S005,P003,13,7735000,6305000
2026-10-13,S005,P004,1,1255000,985000
2026-10-13,S005,P005,14,37002000,27314000
2026-10-13,S005,P006,10,8960000,7310000
2026-10-13,S005,P007,5,1090000,870000
2026-10-13,S005,P008,9,9756000,6678000
2026-10-13,S005,P009,10,21540000,15820000
2026-10-13,S005,P010,4,1284000,928000
2026-10-13,S005,P011,8,1248000,960000
2026-10-13,S005,P012,18,2448000,1962000
2026-10-13,S005,P013,12,3180000,2508000
2026-10-13,S005,P014,10,2130000,1540000
2026-10-13,S005,P015,8,9864000,7928000
2026-10-13,S005,P016,25,18950000,12800000
2026-10-13,S005,P017,7,2772000,2051000
2026-10-13,S005,P018,14,12446000,9772000
2026-10-13,S005,P019,24,936000,696000
2026-10-13,S005,P020,7,3927000,3493000
2026-10-13,S005,P021,13,32058000,21918000
2026-10-13,S005,P022,10,9110000,6460000
2026-10-13,S005,P023,3,807000,552000
2026-10-13,S005,P024,21,6321000,4956000
2026-10-13,S005,P025,4,7348000,5624000
2026-10-13,S005,P026,6,1068000,828000
2026-10-13,S005,P027,15,9585000,7020000
2026-10-13,S005,P028,3,3015000,2271000
2026-10-13,S005,P029,19,16587000,12958000
2026-10-13,S005,P030,15,16485000,11220000
2026-10-13,S006,P001,9,8406000,6894000
2026-10-13,S006,P002,15,4320000,3225000
2026-10-13,S006,P003,8,4760000,3880000
2026-10-13,S006,P004,3,3765000,2955000
2026-10-13,S006,P005,25,66075000,48775000
2026-10-13,S006,P006,8,7168000,5848000
2026-10-13,S006,P007,3,654000,522000
2026-10-13,S006,P008,10,10840000,7420000
2026-10-13,S006,P009,15,32310000,23730000
2026-10-13,S006,P010,8,2568000,1856000
2026-10-13,S006,P011,5,780000,600000
2026-10-13,S006,P012,23,3128000,2507000
2026-10-13,S006,P013,15,3975000,3135000
2026-10-13,S006,P014,18,3834000,2772000
2026-10-13,S006,P015,6,7398000,5946000
2026-10-13,S006,P016,23,17434000,11776000
2026-10-13,S006,P017,13,5148000,3809000
2026-10-13,S006,P018,17,15113000,11866000
2026-10-13,S006,P019,23,897000,667000
2026-10-13,S006,P020,11,6171000,5489000
2026-10-13,S006,P021,14,34524000,23604000
2026-10-13,S006,P022,8,7288000,5168000
2026-10-13,S006,P023,4,1076000,736000
2026-10-13,S006,P024,15,4515000,3540000
2026-10-13,S006,P025,5,9185000,7030000
2026-10-13,S006,P026,18,3204000,2484000
2026-10-13,S006,P027,20,12780000,9360000
2026-10-13,S006,P028,9,9045000,6813000
2026-10-13,S006,P029,22,19206000,15004000
2026-10-13,S006,P030,13,14287000,9724000
2026-10-13,S007,P001,17,15878000,13022000
2026-10-13,S007,P002,10,2880000,2150000
2026-10-13,S007,P003,15,8925000,7275000
2026-10-13,S007,P004,1,1255000,985000
2026-10-13,S007,P005,12,31716000,23412000
2026-10-13,S007,P006,5,4480000,3655000
2026-10-13,S007,P007,2,436000,348000
2026-10-13,S007,P008,12,13008000,8904000
2026-10-13,S007,P009,11,23694000,17402000
2026-10-13,S007,P010,7,2247000,1624000
2026-10-13,S007,P011,10,1560000,1200000
2026-10-13,S007,P012,26,3536000,2834000
2026-10-13,S007,P013,27,7155000,5643000
2026-10-13,S007,P014,12,2556000,1848000
2026-10-13,S007,P015,7,8631000,6937000
2026-10-13,S007,P016,13,9854000,6656000
2026-10-13,S007,P017,11,4356000,3223000
2026-10-13,S007,P018,8,7112000,5584000
2026-10-13,S007,P019,31,1209000,899000
2026-10-13,S007,P020,16,8976000,7984000
2026-10-13,S007,P021,17,41922000,28662000
2026-10-13,S007,P022,9,8199000,5814000
2026-10-13,S007,P023,11,2959000,2024000
2026-10-13,S007,P024,22,6622000,5192000
2026-10-13,S007,P025,6,11022000,8436000
2026-10-13,S007,P026,11,1958000,1518000
2026-10-13,S007,P027,16,10224000,7488000
2026-10-13,S007,P028,7,7035000,5299000
2026-10-13,S007,P029,29,25317000,19778000
2026-10-13,S007,P030,14,15386000,10472000
2026-10-13,S008,P001,11,10274000,8426000
2026-10-13,S008,P002,8,2304000,1720000
2026-10-13,S008,P003,11,6545000,5335000
2026-10-13,S008,P004,5,6275000,4925000
2026-10-13,S008,P005,3,7929000,5853000
2026-10-13,S008,P006,12,10752000,8772000
2026-10-13,S008,P007,3,654000,522000
2026-10-13,S008,P008,12,13008000,8904000
2026-10-13,S008,P009,6,12924000,9492000
2026-10-13,S008,P010,11,3531000,2552000
2026-10-13,S008,P011,5,780000,600000
2026-10-13,S008,P012,13,1768000,1417000
2026-10-13,S008,P013,18,4770000,3762000
2026-10-13,S008,P014,14,2982000,2156000
2026-10-13,S008,P015,8,9864000,7928000
2026-10-13,S008,P016,19,14402000,9728000
2026-10-13,S008,P017,8,3168000,2344000
2026-10-13,S008,P018,14,12446000,9772000
2026-10-13,S008,P019,14,546000,406000
2026-10-13,S008,P020,4,2244000,1996000
2026-10-13,S008,P021,6,14796000,10116000
2026-10-13,S008,P022,2,1822000,1292000
2026-10-13,S008,P023,7,1883000,1288000
2026-10-13,S008,P024,5,1505000,1180000
2026-10-13,S008,P025,1,1837000,1406000
2026-10-13,S008,P026,8,1424000,1104000
2026-10-13,S008,P027,9,5751000,4212000
2026-10-13,S008,P028,11,11055000,8327000
2026-10-13,S008,P029,18,15714000,12276000
2026-10-13,S008,P030,9,9891000,6732000
2026-10-13,S009,P001,10,9340000,7660000
2026-10-13,S009,P002,10,2880000,2150000
2026-10-13,S009,P003,27,16065000,13095000
2026-10-13,S009,P004,2,2510000,1970000
2026-10-13,S009,P005,8,21144000,15608000
2026-10-13,S009,P006,9,8064000,6579000
2026-10-13,S009,P007,7,1526000,1218000
2026-10-13,S009,P008,13,14092000,9646000
2026-10-13,S009,P009,8,17232000,12656000
2026-10-13,S009,P010,17,5457000,3944000
2026-10-13,S009,P011,4,624000,480000
2026-10-13,S009,P012,18,2448000,1962000
2026-10-13,S009,P013,22,5830000,4598000
2026-10-13,S009,P014,13,2769000,2002000
2026-10-13,S009,P015,11,13563000,10901000
2026-10-13,S009,P016,25,18950000,12800000
2026-10-13,S009,P017,14,5544000,4102000
2026-10-13,S009,P018,7,6223000,4886000
2026-10-13,S009,P019,16,624000,464000
2026-10-13,S009,P020,14,7854000,6986000
2026-10-13,S009,P021,15,36990000,25290000
2026-10-13,S009,P022,7,6377000,4522000
2026-10-13,S009,P023,5,1345000,920000
2026-10-13,S009,P024,20,6020000,4720000
2026-10-13,S009,P025,6,11022000,8436000
2026-10-13,S009,P026,9,1602000,1242000
2026-10-13,S009,P027,14,8946000,6552000
2026-10-13,S009,P028,8,8040000,6056000
2026-10-13,S009,P029,17,14841000,11594000
2026-10-13,S009,P030,12,13188000,8976000
2026-10-13,S010,P001,9,8406000,6894000
2026-10-13,S010,P002,9,2592000,1935000
2026-10-13,S010,P003,10,5950000,4850000
2026-10-13,S010,P004,1,1255000,985000
2026-10-13,S010,P005,7,18501000,13657000
2026-10-13,S010,P006,6,5376000,4386000
2026-10-13,S010,P007,7,1526000,1218000
2026-10-13,S010,P008,19,20596000,14098000
2026-10-13,S010,P009,5,10770000,7910000
2026-10-13,S010,P010,15,4815000,3480000
2026-10-13,S010,P011,7,1092000,840000
2026-10-13,S010,P012,10,1360000,1090000
2026-10-13,S010,P013,17,4505000,3553000
2026-10-13,S010,P014,9,1917000,1386000
2026-10-13,S010,P015,6,7398000,5946000
2026-10-13,S010,P016,18,13644000,9216000
2026-10-13,S010,P017,22,8712000,6446000
2026-10-13,S010,P018,3,2667000,2094000
2026-10-13,S010,P019,11,429000,319000
2026-10-13,S010,P020,8,4488000,3992000
2026-10-13,S010,P021,9,22194000,15174000
2026-10-13,S010,P022,15,13665000,9690000
2026-10-13,S010,P023,5,1345000,920000
2026-10-13,S010,P024,16,4816000,3776000
2026-10-13,S010,P025,2,3674000,2812000
2026-10-13,S010,P026,5,890000,690000
2026-10-13,S010,P027,7,4473000,3276000
2026-10-13,S010,P028,4,4020000,3028000
2026-10-13,S010,P029,16,13968000,10912000
2026-10-13,S010,P030,11,12089000,8228000
2026-10-13,S011,P001,7,6538000,5362000
2026-10-13,S011,P002,9,2592000,1935000
2026-10-13,S011,P003,21,12495000,10185000
2026-10-13,S011,P004,1,1255000,985000
2026-10-13,S011,P005,6,15858000,11706000
2026-10-13,S011,P006,10,8960000,7310000
2026-10-13,S011,P007,4,872000,696000
2026-10-13,S011,P008,26,28184000,19292000
2026-10-13,S011,P009,9,19386000,14238000
2026-10-13,S011,P010,14,4494000,3248000
2026-10-13,S011,P011,9,1404000,1080000
2026-10-13,S011,P012,14,1904000,1526000
2026-10-13,S011,P013,27,7155000,5643000
2026-10-13,S011,P014,14,2982000,2156000
2026-10-13,S011,P015,9,11097000,8919000
2026-10-13,S011,P016,20,15160000,10240000
2026-10-13,S011,P017,20,7920000,5860000
2026-10-13,S011,P018,7,6223000,4886000
2026-10-13,S011,P019,16,624000,464000
2026-10-13,S011,P020,11,6171000,5489000
2026-10-13,S011,P021,10,24660000,16860000
2026-10-13,S011,P022,13,11843000,8398000
2026-10-13,S011,P023,9,2421000,1656000
2026-10-13,S011,P024,19,5719000,4484000
2026-10-13,S011,P025,5,9185000,7030000
2026-10-13,S011,P026,9,1602000,1242000
2026-10-13,S011,P027,12,7668000,5616000
2026-10-13,S011,P028,8,8040000,6056000
2026-10-13,S011,P029,18,15714000,12276000
2026-10-13,S011,P030,7,7693000,5236000
2026-10-13,S012,P001,11,10274000,8426000
2026-10-13,S012,P002,10,2880000,2150000
2026-10-13,S012,P003,21,12495000,10185000
2026-10-13,S012,P004,2,2510000,1970000
2026-10-13,S012,P005,14,37002000,27314000
2026-10-13,S012,P006,11,9856000,8041000
2026-10-13,S012,P007,9,1962000,1566000
2026-10-13,S012,P008,25,27100000,18550000
2026-10-13,S012,P009,13,28002000,20566000
2026-10-13,S012,P010,11,3531000,2552000
2026-10-13,S012,P011,7,1092000,840000
2026-10-13,S012,P012,24,3264000,2616000
2026-10-13,S012,P013,25,6625000,5225000
2026-10-13,S012,P014,13,2769000,2002000
2026-10-13,S012,P015,8,9864000,7928000
2026-10-13,S012,P016,15,11370000,7680000
2026-10-13,S012,P017,20,7920000,5860000
2026-10-13,S012,P018,13,11557000,9074000
2026-10-13,S012,P019,19,741000,551000
2026-10-13,S012,P020,3,1683000,1497000
2026-10-13,S012,P021,17,41922000,28662000
2026-10-13,S012,P022,8,7288000,5168000
2026-10-13,S012,P023,6,1614000,1104000
2026-10-13,S012,P024,22,6622000,5192000
2026-10-13,S012,P025,4,7348000,5624000
2026-10-13,S012,P026,16,2848000,2208000
2026-10-13,S012,P027,12,7668000,5616000
2026-10-13,S012,P028,4,4020000,3028000
2026-10-13,S012,P029,16,13968000,10912000
2026-10-13,S012,P030,8,8792000,5984000
2026-10-13,S013,P001,18,16812000,13788000
2026-10-13,S013,P002,11,3168000,2365000
2026-10-13,S013,P003,15,8925000,7275000
2026-10-13,S013,P004,1,1255000,985000
2026-10-13,S013,P005,14,37002000,27314000
2026-10-13,S013,P006,8,7168000,5848000
2026-10-13,S013,P007,13,2834000,2262000
2026-10-13,S013,P008,11,11924000,8162000
2026-10-13,S013,P009,11,23694000,17402000
2026-10-13,S013,P010,9,2889000,2088000
2026-10-13,S013,P011,1,156000,120000
2026-10-13,S013,P012,15,2040000,1635000
2026-10-13,S013,P013,25,6625000,5225000
2026-10-13,S013,P014,14,2982000,2156000
2026-10-13,S013,P015,10,12330000,9910000
2026-10-13,S013,P016,21,15918000,10752000
2026-10-13,S013,P017,18,7128000,5274000
2026-10-13,S013,P018,13,11557000,9074000
2026-10-13,S013,P019,25,975000,725000
2026-10-13,S013,P020,5,2805000,2495000
2026-10-13,S013,P021,22,54252000,37092000
2026-10-13,S013,P022,7,6377000,4522000
2026-10-13,S013,P023,10,2690000,1840000
2026-10-13,S013,P024,16,4816000,3776000
2026-10-13,S013,P025,3,5511000,4218000
2026-10-13,S013,P026,15,2670000,2070000
2026-10-13,S013,P027,12,7668000,5616000
2026-10-13,S013,P028,5,5025000,3785000
2026-10-13,S013,P029,14,12222000,9548000
2026-10-13,S013,P030,16,17584000,11968000
2026-10-13,S014,P001,11,10274000,8426000
2026-10-13,S014,P002,5,1440000,1075000
2026-10-13,S014,P003,16,9520000,7760000
2026-10-13,S014,P004,2,2510000,1970000
2026-10-13,S014,P005,13,34359000,25363000
2026-10-13,S014,P006,10,8960000,7310000
2026-10-13,S014,P007,8,1744000,1392000
2026-10-13,S014,P008,20,21680000,14840000
2026-10-13,S014,P009,23,49542000,36386000
2026-10-13,S014,P010,4,1284000,928000
2026-10-13,S014,P011,10,1560000,1200000
2026-10-13,S014,P012,17,2312000,1853000
2026-10-13,S014,P013,18,4770000,3762000
2026-10-13,S014,P014,11,2343000,1694000
2026-10-13,S014,P015,13,16029000,12883000
2026-10-13,S014,P016,15,11370000,7680000
2026-10-13,S014,P017,20,7920000,5860000
2026-10-13,S014,P018,13,11557000,9074000
2026-10-13,S014,P019,27,1053000,783000
2026-10-13,S014,P020,7,3927000,3493000
2026-10-13,S014,P021,15,36990000,25290000
2026-10-13,S014,P022,12,10932000,7752000
2026-10-13,S014,P023,8,2152000,1472000
2026-10-13,S014,P024,26,7826000,6136000
2026-10-13,S014,P025,10,18370000,14060000
2026-10-13,S014,P026,13,2314000,1794000
2026-10-13,S014,P027,13,8307000,6084000
2026-10-13,S014,P028,7,7035000,5299000
2026-10-13,S014,P029,16,13968000,10912000
2026-10-13,S014,P030,12,13188000,8976000
2026-10-13,S015,P001,13,12142000,9958000
2026-10-13,S015,P002,9,2592000,1935000
2026-10-13,S015,P003,15,8925000,7275000
2026-10-13,S015,P004,2,2510000,1970000
2026-10-13,S015,P005,8,21144000,15608000
2026-10-13,S015,P006,9,8064000,6579000
2026-10-13,S015,P007,9,1962000,1566000
2026-10-13,S015,P008,8,8672000,5936000
2026-10-13,S015,P009,8,17232000,12656000
2026-10-13,S015,P010,6,1926000,1392000
2026-10-13,S015,P011,3,468000,360000
2026-10-13,S015,P012,15,2040000,1635000
2026-10-13,S015,P013,14,3710000,2926000
2026-10-13,S015,P014,14,2982000,2156000
2026-10-13,S015,P015,16,19728000,15856000
2026-10-13,S015,P016,25,18950000,12800000
2026-10-13,S015,P017,13,5148000,3809000
2026-10-13,S015,P018,10,8890000,6980000
2026-10-13,S015,P019,31,1209000,899000
2026-10-13,S015,P020,8,4488000,3992000
2026-10-13,S015,P021,25,61650000,42150000
2026-10-13,S015,P022,8,7288000,5168000
2026-10-13,S015,P023,8,2152000,1472000
2026-10-13,S015,P024,14,4214000,3304000
2026-10-13,S015,P025,8,14696000,11248000
2026-10-13,S015,P026,17,3026000,2346000
2026-10-13,S015,P027,11,7029000,5148000
2026-10-13,S015,P028,5,5025000,3785000
2026-10-13,S015,P029,21,18333000,14322000
2026-10-13,S015,P030,12,13188000,8976000
2026-10-13,S016,P001,22,20548000,16852000
2026-10-13,S016,P002,12,3456000,2580000
2026-10-13,S016,P003,24,14280000,11640000
2026-10-13,S016,P004,1,1255000,985000
2026-10-13,S016,P005,11,29073000,21461000
2026-10-13,S016,P006,12,10752000,8772000
2026-10-13,S016,P007,8,1744000,1392000
2026-10-13,S016,P008,20,21680000,14840000
2026-10-13,S016,P009,14,30156000,22148000
2026-10-13,S016,P010,3,963000,696000
2026-10-13,S016,P011,11,1716000,1320000
2026-10-13,S016,P012,18,2448000,1962000
2026-10-13,S016,P013,33,8745000,6897000
2026-10-13,S016,P014,13,2769000,2002000
2026-10-13,S016,P015,8,9864000,7928000
2026-10-13,S016,P016,17,12886000,8704000
2026-10-13,S016,P017,16,6336000,4688000
2026-10-13,S016,P018,8,7112000,5584000
2026-10-13,S016,P019,27,1053000,783000
2026-10-13,S016,P020,9,5049000,4491000
2026-10-13,S016,P021,14,34524000,23604000
2026-10-13,S016,P022,9,8199000,5814000
2026-10-13,S016,P023,12,3228000,2208000
2026-10-13,S016,P024,22,6622000,5192000
2026-10-13,S016,P025,9,16533000,12654000
2026-10-13,S016,P026,21,3738000,2898000
2026-10-13,S016,P027,7,4473000,3276000
2026-10-13,S016,P028,8,8040000,6056000
2026-10-13,S016,P029,20,17460000,13640000
2026-10-13,S016,P030,12,13188000,8976000
2026-10-13,S017,P001,14,13076000,10724000
2026-10-13,S017,P002,14,4032000,3010000
2026-10-13,S017,P003,13,7735000,6305000
2026-10-13,S017,P004,0,0,0
2026-10-13,S017,P005,9,23787000,17559000
2026-10-13,S017,P006,9,8064000,6579000
2026-10-13,S017,P007,15,3270000,2610000
2026-10-13,S017,P008,12,13008000,8904000
2026-10-13,S017,P009,8,17232000,12656000
2026-10-13,S017,P010,7,2247000,1624000
2026-10-13,S017,P011,2,312000,240000
2026-10-13,S017,P012,22,2992000,2398000
2026-10-13,S017,P013,20,5300000,4180000
2026-10-13,S017,P014,12,2556000,1848000
2026-10-13,S017,P015,4,4932000,3964000
2026-10-13,S017,P016,12,9096000,6144000
2026-10-13,S017,P017,14,5544000,4102000
2026-10-13,S017,P018,13,11557000,9074000
2026-10-13,S017,P019,28,1092000,812000
2026-10-13,S017,P020,5,2805000,2495000
2026-10-13,S017,P021,17,41922000,28662000
2026-10-13,S017,P022,13,11843000,8398000
2026-10-13,S017,P023,4,1076000,736000
2026-10-13,S017,P024,14,4214000,3304000
2026-10-13,S017,P025,10,18370000,14060000
2026-10-13,S017,P026,13,2314000,1794000
2026-10-13,S017,P027,21,13419000,9828000
2026-10-13,S017,P028,5,5025000,3785000
2026-10-13,S017,P029,18,15714000,12276000
2026-10-13,S017,P030,17,18683000,12716000
2026-10-13,S018,P001,19,17746000,14554000
2026-10-13,S018,P002,9,2592000,1935000
2026-10-13,S018,P003,14,8330000,6790000
2026-10-13,S018,P004,1,1255000,985000
2026-10-13,S018,P005,16,42288000,31216000
2026-10-13,S018,P006,12,10752000,8772000
2026-10-13,S018,P007,2,436000,348000
2026-10-13,S018,P008,16,17344000,11872000
2026-10-13,S018,P009,7,15078000,11074000
2026-10-13,S018,P010,5,1605000,1160000
2026-10-13,S018,P011,11,1716000,1320000
2026-10-13,S018,P012,18,2448000,1962000
2026-10-13,S018,P013,23,6095000,4807000
2026-10-13,S018,P014,13,2769000,2002000
2026-10-13,S018,P015,9,11097000,8919000
2026-10-13,S018,P016,19,14402000,9728000
2026-10-13,S018,P017,19,7524000,5567000
2026-10-13,S018,P018,11,9779000,7678000
2026-10-13,S018,P019,17,663000,493000
2026-10-13,S018,P020,7,3927000,3493000
2026-10-13,S018,P021,11,27126000,18546000
2026-10-13,S018,P022,5,4555000,3230000
2026-10-13,S018,P023,4,1076000,736000
2026-10-13,S018,P024,16,4816000,3776000
2026-10-13,S018,P025,9,16533000,12654000
2026-10-13,S018,P026,11,1958000,1518000
2026-10-13,S018,P027,12,7668000,5616000
2026-10-13,S018,P028,5,5025000,3785000
2026-10-13,S018,P029,11,9603000,7502000
2026-10-13,S018,P030,13,14287000,9724000
2026-10-13,S019,P001,9,8406000,6894000
2026-10-13,S019,P002,16,4608000,3440000
2026-10-13,S019,P003,8,4760000,3880000
2026-10-13,S019,P004,3,3765000,2955000
2026-10-13,S019,P005,14,37002000,27314000
2026-10-13,S019,P006,5,4480000,3655000
2026-10-13,S019,P007,7,1526000,1218000
2026-10-13,S019,P008,14,15176000,10388000
2026-10-13,S019,P009,14,30156000,22148000
2026-10-13,S019,P010,6,1926000,1392000
2026-10-13,S019,P011,6,936000,720000
2026-10-13,S019,P012,17,2312000,1853000
2026-10-13,S019,P013,23,6095000,4807000
2026-10-13,S019,P014,13,2769000,2002000
2026-10-13,S019,P015,6,7398000,5946000
2026-10-13,S019,P016,16,12128000,8192000
2026-10-13,S019,P017,26,10296000,7618000
2026-10-13,S019,P018,6,5334000,4188000
2026-10-13,S019,P019,24,936000,696000
2026-10-13,S019,P020,12,6732000,5988000
2026-10-13,S019,P021,12,29592000,20232000
2026-10-13,S019,P022,1,911000,646000
2026-10-13,S019,P023,6,1614000,1104000
2026-10-13,S019,P024,15,4515000,3540000
2026-10-13,S019,P025,7,12859000,9842000
2026-10-13,S019,P026,18,3204000,2484000
2026-10-13,S019,P027,15,9585000,7020000
2026-10-13,S019,P028,8,8040000,6056000
2026-10-13,S019,P029,18,15714000,12276000
2026-10-13,S019,P030,14,15386000,10472000
2026-10-13,S020,P001,12,11208000,9192000
2026-10-13,S020,P002,6,1728000,1290000
2026-10-13,S020,P003,13,7735000,6305000
2026-10-13,S020,P004,1,1255000,985000
2026-10-13,S020,P005,16,42288000,31216000
2026-10-13,S020,P006,7,6272000,5117000
2026-10-13,S020,P007,7,1526000,1218000
2026-10-13,S020,P008,6,6504000,4452000
2026-10-13,S020,P009,7,15078000,11074000
2026-10-13,S020,P010,7,2247000,1624000
2026-10-13,S020,P011,4,624000,480000
2026-10-13,S020,P012,18,2448000,1962000
